date,location,lat,lon,temp_max,temp_min,precipitation
2026-03-17,Purwokerto,-7.430327259070802,109.22994111309181,32.8,24.9,1.5
2026-03-18,Purwokerto,-7.430327259070802,109.22994111309181,34.9,22.9,0.0
2026-03-19,Purwokerto,-7.430327259070802,109.22994111309181,32.9,24.3,2.4
2026-03-20,Purwokerto,-7.430327259070802,109.22994111309181,32.4,24.8,1.8
2026-03-14,Purworejo,-7.69771501867959,109.96545408032921,34.3,23.7,0.6
2026-03-15,Purworejo,-7.69771501867959,109.96545408032921,32.0,24.3,10.4
2026-03-16,Purworejo,-7.69771501867959,109.96545408032921,31.8,25.5,9.4
2026-03-17,Purworejo,-7.69771501867959,109.96545408032921,32.5,24.9,0.0
2026-03-18,Purworejo,-7.69771501867959,109.96545408032921,33.5,23.6,0.0
2026-03-19,Purworejo,-7.69771501867959,109.96545408032921,31.8,24.9,3.4
2026-03-20,Purworejo,-7.69771501867959,109.96545408032921,32.6,25.2,0.4
2026-03-14,Rembang,-6.776287241667165,111.46218856163895,31.9,24.4,1.4
2026-03-15,Rembang,-6.776287241667165,111.46218856163895,31.8,24.7,2.0
2026-03-16,Rembang,-6.776287241667165,111.46218856163895,31.7,24.9,9.6
2026-03-17,Rembang,-6.776287241667165,111.46218856163895,33.4,24.5,11.2
2026-03-18,Rembang,-6.776287241667165,111.46218856163895,33.6,24.6,4.2
2026-03-19,Rembang,-6.776287241667165,111.46218856163895,32.4,24.8,11.8
2026-03-20,Rembang,-6.776287241667165,111.46218856163895,33.5,25.0,3.1
2026-03-14,Salatiga,-7.338648201333345,110.49893987165842,27.6,19.7,7.1
2026-03-15,Salatiga,-7.338648201333345,110.49893987165842,26.7,20.2,18.3
2026-03-16,Salatiga,-7.338648201333345,110.49893987165842,26.0,20.0,12.8
2026-03-17,Salatiga,-7.338648201333345,110.49893987165842,26.4,20.1,8.7
2026-03-18,Salatiga,-7.338648201333345,110.49893987165842,27.5,19.6,0.0
2026-03-19,Salatiga,-7.338648201333345,110.49893987165842,26.2,20.1,4.5
2026-03-20,Salatiga,-7.338648201333345,110.49893987165842,27.5,20.0,2.7
2026-03-14,Semarang,-7.2740174090766985,110.47768241717684,27.1,18.0,5.0
2026-03-15,Semarang,-7.2740174090766985,110.47768241717684,26.4,19.0,10.2
2026-03-16,Semarang,-7.2740174090766985,110.47768241717684,24.9,19.0,9.0
2026-03-17,Semarang,-7.2740174090766985,110.47768241717684,26.0,18.6,5.9
2026-03-18,Semarang,-7.2740174090766985,110.47768241717684,28.1,17.7,0.0
2026-03-19,Semarang,-7.2740174090766985,110.47768241717684,25.8,18.5,2.4
2026-03-20,Semarang,-7.2740174090766985,110.47768241717684,27.4,18.9,2.1
2026-03-14,Sragen,-7.383840010065275,110.97550649170913,32.6,23.2,6.2
